genes,reactions,density,cluster,Refseq_ID,Mycobrowser_Version,Feature,Start,Stop,Score,Strand,Frame,Name,Function,Product,Comments,UniProt_AC,Is_Pseudogene,Functional_Category,Protein Data Bank,PFAM,UniProt,Gene Ontology,Enzyme Classification,Drug Resistance Mutations,InterPro,UniProtKB/TrEMBL,SWISS-MODEL,Orthologues M. leprae,Orthologues M. marinum,Orthologues M. smegmatis,Orthologues M. bovis,Orthologues M. lepromatosis,Orthologues M. tuberculosis,Orthologues M. abscessus,Orthologues M. haemophilum,Orthologues M. orygis
Rv1350,FAS120,0.07936507936507936,0,NC_000962.3,Mycobrowser_v4,CDS,1517491,1518234,.,+,0.0,fabG2,Involved in the fatty acid biosynthesis pathway (first reduction step) [catalytic activity: (3R)-3-hydroxyacyl-[acyl-carrier protein] + NADP+ = 3-oxoacyl-[acyl-carrier protein] + NADPH].,Probable 3-oxoacyl-[acyl-carrier protein] reductase FabG2 (3-ketoacyl-acyl carrier protein reductase),"Rv1350, (MTCY02B10.14), len: 247 aa. Probable fabG2, 3-oxoacyl-[acyl-carrier protein] reductase, highly similar to many e.g. NP_350157.1|NC_003030 3-ketoacyl-acyl carrier protein reductase from Clostridium acetobutylicum (249 aa); NP_229523.1|NC_000853 3-oxoacyl-(acyl carrier protein) reductase from Thermotoga maritima (246 aa); AAC44307.1|U59433 3-ketoacyl-acyl carrier protein reductase from Bacillus subtilis (246 aa); etc. Contains PS00061 Short-chain dehydrogenases/reductases family signature. Belongs to the short-chain dehydrogenases/reductases (SDR) family.",P9WGR9,No,lipid metabolism,,P66781,P9WGR9,"GO:0055114,GO:0016491",1.-.-.-,,,,P9WGR9,ML1178,MMAR_4033,MSMEG_2206,Mb1385,,,,,
Rv2947c,FAS120,0.07936507936507936,0,NC_000962.3,Mycobrowser_v4,CDS,3296350,3297840,.,-,0.0,pks15,Polyketide synthase possibly involved in lipid synthesis,Probable polyketide synthase Pks15,"Rv2947c, (MTCY24G1.02), len: 496 aa. Probable pks15, polyketide synthase. Almost identical to G560508|Q50469 PKS002B protein from Mycobacterium tuberculosis (495 aa), FASTA scores: opt: 3270, E(): 0, (99.6% identity in 496 a a overlap). Similar to Mycobacterium tuberculosis proteins MTCY338.20|RV2931|PPSA_MYCTU ppsA phenolpthiocerol synthesis (1876 aa) (49.9% identity in 465 aa overlap); MTCY24G1.09|RV2940C|P96291 Putative mas, mycocerosic acid synthase (2111 aa) (50.2% identity in 454 aa overlap); and MTCY22H8.03|RV2382C|P71718 hypothetical protein (444 aa) (47.6% identity in 437 aa overlap). Contains PS00606 Beta-ketoacyl synthases active site. Note pks15 has been shown to be involved in the biosynthesis of phthiocerol. pks15/pks1 has been shown to be involved in the biosynthesis of phenolphthiocerol glycolipids.",P96284,No,lipid metabolism,,P96284,P96284,"GO:0048037,GO:0016740,GO:0009058",,,,,P96284,ML0135,,,Mb2971c,,,,,
Rv1484,FAS120,0.07936507936507936,0,NC_000962.3,Mycobrowser_v4,CDS,1674202,1675011,.,+,0.0,inhA,"This isozyme is involved in mycolic acid biosynthesis. Second reductive step in fatty acid biosynthesis. Involved in the resistance against the antituberculosis drugs isoniazid and ethionamide [catalytic activity: acyl-[acyl-carrier protein] + NAD(+) = trans-2,3-dehydroacyl-[acyl-carrier protein] + NADH].",NADH-dependent enoyl-[acyl-carrier-protein] reductase InhA (NADH-dependent enoyl-ACP reductase),"Rv1484, (MTCY277.05), len: 269 aa. InhA, NADH-dependent enoyl-[acyl-carrier-protein] reductase (see citations below). Identical to INHA_MYCTU|P46533 enoyl-[acyl-carrier-protein] reductase from Mycobacterium tuberculosis and G1155270 Mycobacterium bovis enoyl acp reductase. Some similarity to the short-chain dehydrogenases/reductases (SDR) family.",P9WGR1,No,lipid metabolism,"1BVR,1ENY,1ENZ,1P44,1P45,1ZID,2AQ8,2AQH,2AQI,2AQK,2B35,2B36,2B37,2H7I,2H7L,2H7M,2H7N,2H7P,2H9I,2IDZ,2IE0,2IEB,2IED,2NSD,2NTJ,2NV6,2PR2,2X22,2X23,3FNE,3FNF,3FNG,3FNH,3OEW,3OEY,3OF2",,P9WGR1,"GO:0004318,GO:0006633,GO:0055114,GO:0046677",1.3.1.9,"ETH,INH",,,P9WGR1,"ML1806,ML1806c",MMAR_2290,MSMEG_3151,Mb1520,,,,,
Rv1350,FAS140,0.07936507936507936,0,NC_000962.3,Mycobrowser_v4,CDS,1517491,1518234,.,+,0.0,fabG2,Involved in the fatty acid biosynthesis pathway (first reduction step) [catalytic activity: (3R)-3-hydroxyacyl-[acyl-carrier protein] + NADP+ = 3-oxoacyl-[acyl-carrier protein] + NADPH].,Probable 3-oxoacyl-[acyl-carrier protein] reductase FabG2 (3-ketoacyl-acyl carrier protein reductase),"Rv1350, (MTCY02B10.14), len: 247 aa. Probable fabG2, 3-oxoacyl-[acyl-carrier protein] reductase, highly similar to many e.g. NP_350157.1|NC_003030 3-ketoacyl-acyl carrier protein reductase from Clostridium acetobutylicum (249 aa); NP_229523.1|NC_000853 3-oxoacyl-(acyl carrier protein) reductase from Thermotoga maritima (246 aa); AAC44307.1|U59433 3-ketoacyl-acyl carrier protein reductase from Bacillus subtilis (246 aa); etc. Contains PS00061 Short-chain dehydrogenases/reductases family signature. Belongs to the short-chain dehydrogenases/reductases (SDR) family.",P9WGR9,No,lipid metabolism,,P66781,P9WGR9,"GO:0055114,GO:0016491",1.-.-.-,,,,P9WGR9,ML1178,MMAR_4033,MSMEG_2206,Mb1385,,,,,
Rv2947c,FAS140,0.07936507936507936,0,NC_000962.3,Mycobrowser_v4,CDS,3296350,3297840,.,-,0.0,pks15,Polyketide synthase possibly involved in lipid synthesis,Probable polyketide synthase Pks15,"Rv2947c, (MTCY24G1.02), len: 496 aa. Probable pks15, polyketide synthase. Almost identical to G560508|Q50469 PKS002B protein from Mycobacterium tuberculosis (495 aa), FASTA scores: opt: 3270, E(): 0, (99.6% identity in 496 a a overlap). Similar to Mycobacterium tuberculosis proteins MTCY338.20|RV2931|PPSA_MYCTU ppsA phenolpthiocerol synthesis (1876 aa) (49.9% identity in 465 aa overlap); MTCY24G1.09|RV2940C|P96291 Putative mas, mycocerosic acid synthase (2111 aa) (50.2% identity in 454 aa overlap); and MTCY22H8.03|RV2382C|P71718 hypothetical protein (444 aa) (47.6% identity in 437 aa overlap). Contains PS00606 Beta-ketoacyl synthases active site. Note pks15 has been shown to be involved in the biosynthesis of phthiocerol. pks15/pks1 has been shown to be involved in the biosynthesis of phenolphthiocerol glycolipids.",P96284,No,lipid metabolism,,P96284,P96284,"GO:0048037,GO:0016740,GO:0009058",,,,,P96284,ML0135,,,Mb2971c,,,,,
Rv1484,FAS140,0.07936507936507936,0,NC_000962.3,Mycobrowser_v4,CDS,1674202,1675011,.,+,0.0,inhA,"This isozyme is involved in mycolic acid biosynthesis. Second reductive step in fatty acid biosynthesis. Involved in the resistance against the antituberculosis drugs isoniazid and ethionamide [catalytic activity: acyl-[acyl-carrier protein] + NAD(+) = trans-2,3-dehydroacyl-[acyl-carrier protein] + NADH].",NADH-dependent enoyl-[acyl-carrier-protein] reductase InhA (NADH-dependent enoyl-ACP reductase),"Rv1484, (MTCY277.05), len: 269 aa. InhA, NADH-dependent enoyl-[acyl-carrier-protein] reductase (see citations below). Identical to INHA_MYCTU|P46533 enoyl-[acyl-carrier-protein] reductase from Mycobacterium tuberculosis and G1155270 Mycobacterium bovis enoyl acp reductase. Some similarity to the short-chain dehydrogenases/reductases (SDR) family.",P9WGR1,No,lipid metabolism,"1BVR,1ENY,1ENZ,1P44,1P45,1ZID,2AQ8,2AQH,2AQI,2AQK,2B35,2B36,2B37,2H7I,2H7L,2H7M,2H7N,2H7P,2H9I,2IDZ,2IE0,2IEB,2IED,2NSD,2NTJ,2NV6,2PR2,2X22,2X23,3FNE,3FNF,3FNG,3FNH,3OEW,3OEY,3OF2",,P9WGR1,"GO:0004318,GO:0006633,GO:0055114,GO:0046677",1.3.1.9,"ETH,INH",,,P9WGR1,"ML1806,ML1806c",MMAR_2290,MSMEG_3151,Mb1520,,,,,
Rv2524c,FAS140,0.07936507936507936,0,NC_000962.3,Mycobrowser_v4,CDS,2840123,2849332,.,-,0.0,fas,"Involved in lipid metabolism. Fatty acid synthetase catalyzes the formation of long-chain fatty acids from acetyl-CoA, malonyl-CoA and NADPH.",Probable fatty acid synthase Fas (fatty acid synthetase),"Rv2524c, (MTCY159.32, MTV009.09c), len: 3069 aa. Probable fas, Fatty Acid Synthase, equivalent to Q9X7E2|fas|ML1191 putative type I fatty acid synthase from Mycobacterium leprae (3076 aa), FASTA scores: opt: 17484, E(): 0, (85.8% identity in 3081 aa overlap). Also similar to others e.g. Q04846|fas|Q59497 from Corynebacterium ammoniagenes (Brevibacterium ammoniagenes) (3104 aa), FASTA scores: opt: 3981, E(): 5.5e-203, (49.8% identity in 3099 aa overlap); Q48926|fas from Mycobacterium bovis (2796 aa), FASTA scores: opt: 2098, E(): 3.9e-103, (59.7% identity in 2862 aa overlap) (see Fernandes et al., 1996); P34731|FAS1_CANAL fatty acid synthase subunit beta from Candida albicans (Yeast) (2037 aa), FASTA scores: opt: 955, E(): 1.3e-42, (27.4% identity in 1926 aa overlap); etc. Contains PS00017 ATP/GTP-binding site motif A (P-loop), and PS00606 Beta-ketoacyl synthases active site.",P95029,No,lipid metabolism,,P95029,P95029,"GO:0006633,GO:0004312,GO:0005835,GO:0055114,GO:0016491",2.3.1.-,,,,P95029,ML1191,MMAR_3962,MSMEG_4757,Mb2553c,,,,,
Rv0533c,FAS140,0.07936507936507936,0,NC_000962.3,Mycobrowser_v4,CDS,624473,625480,.,-,0.0,fabH,Involved in fatty acid biosynthesis. Catalyzes the condensation reaction of fatty acid synthesis by the addition to an acyl acceptor of two carbons from malonyl-ACP. KAS III catalyzes the first condensation reaction which initiates fatty acid synthesis and may therefore play a role in governing the total rate of fatty acid production. Possesses both acetoacetyl-ACP synthase and acetyl transacylase activities [catalytic activity: acyl-[acyl-carrier protein] + malonyl-[acyl-carrier protein] = 3-oxoacyl-[acyl-carrier protein] + CO2 + [acyl-carrier protein]].,3-oxoacyl-[acyl-carrier-protein] synthase III FabH (beta-ketoacyl-ACP synthase III) (KAS III),"Rv0533c, (MTCY25D10.12c), len: 335 aa. FabH (alternate gene name: mtFabH), 3-oxoacyl-[acyl-carrier protein] synthase III (see citations below), highly similar to others e.g. Q54206|FABH from streptomyces glaucescens (333 aa), FASTA scores: opt: 1109, E(): 0, (51.4% identity in 333 aa overlap); FABH_ECOLI|P24249 3-oxoacyl-[acyl-carrier-protein] synthase III (317 aa), FASTA scores: opt: 666, E(): 0, (37.1% identity in 318 aa overlap); etc. Belongs to the FabH family.",P9WNG3,No,lipid metabolism,"1HZP,1M1M,1U6E,1U6S,2AHB,2AJ9,2QNX,2QNY,2QNZ,2QO0,2QO1,2QX1",P0A574,P9WNG3,"GO:0033818,GO:0005737,GO:0006633,GO:0004315",2.3.1.180,,,,P9WNG3,,MMAR_0879,,Mb0547c,,,,,
Rv2524c,FAS160,0.07936507936507936,0,NC_000962.3,Mycobrowser_v4,CDS,2840123,2849332,.,-,0.0,fas,"Involved in lipid metabolism. Fatty acid synthetase catalyzes the formation of long-chain fatty acids from acetyl-CoA, malonyl-CoA and NADPH.",Probable fatty acid synthase Fas (fatty acid synthetase),"Rv2524c, (MTCY159.32, MTV009.09c), len: 3069 aa. Probable fas, Fatty Acid Synthase, equivalent to Q9X7E2|fas|ML1191 putative type I fatty acid synthase from Mycobacterium leprae (3076 aa), FASTA scores: opt: 17484, E(): 0, (85.8% identity in 3081 aa overlap). Also similar to others e.g. Q04846|fas|Q59497 from Corynebacterium ammoniagenes (Brevibacterium ammoniagenes) (3104 aa), FASTA scores: opt: 3981, E(): 5.5e-203, (49.8% identity in 3099 aa overlap); Q48926|fas from Mycobacterium bovis (2796 aa), FASTA scores: opt: 2098, E(): 3.9e-103, (59.7% identity in 2862 aa overlap) (see Fernandes et al., 1996); P34731|FAS1_CANAL fatty acid synthase subunit beta from Candida albicans (Yeast) (2037 aa), FASTA scores: opt: 955, E(): 1.3e-42, (27.4% identity in 1926 aa overlap); etc. Contains PS00017 ATP/GTP-binding site motif A (P-loop), and PS00606 Beta-ketoacyl synthases active site.",P95029,No,lipid metabolism,,P95029,P95029,"GO:0006633,GO:0004312,GO:0005835,GO:0055114,GO:0016491",2.3.1.-,,,,P95029,ML1191,MMAR_3962,MSMEG_4757,Mb2553c,,,,,
Rv1350,FAS160,0.07936507936507936,0,NC_000962.3,Mycobrowser_v4,CDS,1517491,1518234,.,+,0.0,fabG2,Involved in the fatty acid biosynthesis pathway (first reduction step) [catalytic activity: (3R)-3-hydroxyacyl-[acyl-carrier protein] + NADP+ = 3-oxoacyl-[acyl-carrier protein] + NADPH].,Probable 3-oxoacyl-[acyl-carrier protein] reductase FabG2 (3-ketoacyl-acyl carrier protein reductase),"Rv1350, (MTCY02B10.14), len: 247 aa. Probable fabG2, 3-oxoacyl-[acyl-carrier protein] reductase, highly similar to many e.g. NP_350157.1|NC_003030 3-ketoacyl-acyl carrier protein reductase from Clostridium acetobutylicum (249 aa); NP_229523.1|NC_000853 3-oxoacyl-(acyl carrier protein) reductase from Thermotoga maritima (246 aa); AAC44307.1|U59433 3-ketoacyl-acyl carrier protein reductase from Bacillus subtilis (246 aa); etc. Contains PS00061 Short-chain dehydrogenases/reductases family signature. Belongs to the short-chain dehydrogenases/reductases (SDR) family.",P9WGR9,No,lipid metabolism,,P66781,P9WGR9,"GO:0055114,GO:0016491",1.-.-.-,,,,P9WGR9,ML1178,MMAR_4033,MSMEG_2206,Mb1385,,,,,
Rv2947c,FAS160,0.07936507936507936,0,NC_000962.3,Mycobrowser_v4,CDS,3296350,3297840,.,-,0.0,pks15,Polyketide synthase possibly involved in lipid synthesis,Probable polyketide synthase Pks15,"Rv2947c, (MTCY24G1.02), len: 496 aa. Probable pks15, polyketide synthase. Almost identical to G560508|Q50469 PKS002B protein from Mycobacterium tuberculosis (495 aa), FASTA scores: opt: 3270, E(): 0, (99.6% identity in 496 a a overlap). Similar to Mycobacterium tuberculosis proteins MTCY338.20|RV2931|PPSA_MYCTU ppsA phenolpthiocerol synthesis (1876 aa) (49.9% identity in 465 aa overlap); MTCY24G1.09|RV2940C|P96291 Putative mas, mycocerosic acid synthase (2111 aa) (50.2% identity in 454 aa overlap); and MTCY22H8.03|RV2382C|P71718 hypothetical protein (444 aa) (47.6% identity in 437 aa overlap). Contains PS00606 Beta-ketoacyl synthases active site. Note pks15 has been shown to be involved in the biosynthesis of phthiocerol. pks15/pks1 has been shown to be involved in the biosynthesis of phenolphthiocerol glycolipids.",P96284,No,lipid metabolism,,P96284,P96284,"GO:0048037,GO:0016740,GO:0009058",,,,,P96284,ML0135,,,Mb2971c,,,,,
Rv1484,FAS160,0.07936507936507936,0,NC_000962.3,Mycobrowser_v4,CDS,1674202,1675011,.,+,0.0,inhA,"This isozyme is involved in mycolic acid biosynthesis. Second reductive step in fatty acid biosynthesis. Involved in the resistance against the antituberculosis drugs isoniazid and ethionamide [catalytic activity: acyl-[acyl-carrier protein] + NAD(+) = trans-2,3-dehydroacyl-[acyl-carrier protein] + NADH].",NADH-dependent enoyl-[acyl-carrier-protein] reductase InhA (NADH-dependent enoyl-ACP reductase),"Rv1484, (MTCY277.05), len: 269 aa. InhA, NADH-dependent enoyl-[acyl-carrier-protein] reductase (see citations below). Identical to INHA_MYCTU|P46533 enoyl-[acyl-carrier-protein] reductase from Mycobacterium tuberculosis and G1155270 Mycobacterium bovis enoyl acp reductase. Some similarity to the short-chain dehydrogenases/reductases (SDR) family.",P9WGR1,No,lipid metabolism,"1BVR,1ENY,1ENZ,1P44,1P45,1ZID,2AQ8,2AQH,2AQI,2AQK,2B35,2B36,2B37,2H7I,2H7L,2H7M,2H7N,2H7P,2H9I,2IDZ,2IE0,2IEB,2IED,2NSD,2NTJ,2NV6,2PR2,2X22,2X23,3FNE,3FNF,3FNG,3FNH,3OEW,3OEY,3OF2",,P9WGR1,"GO:0004318,GO:0006633,GO:0055114,GO:0046677",1.3.1.9,"ETH,INH",,,P9WGR1,"ML1806,ML1806c",MMAR_2290,MSMEG_3151,Mb1520,,,,,
Rv2524c,FAS161,0.07936507936507936,0,NC_000962.3,Mycobrowser_v4,CDS,2840123,2849332,.,-,0.0,fas,"Involved in lipid metabolism. Fatty acid synthetase catalyzes the formation of long-chain fatty acids from acetyl-CoA, malonyl-CoA and NADPH.",Probable fatty acid synthase Fas (fatty acid synthetase),"Rv2524c, (MTCY159.32, MTV009.09c), len: 3069 aa. Probable fas, Fatty Acid Synthase, equivalent to Q9X7E2|fas|ML1191 putative type I fatty acid synthase from Mycobacterium leprae (3076 aa), FASTA scores: opt: 17484, E(): 0, (85.8% identity in 3081 aa overlap). Also similar to others e.g. Q04846|fas|Q59497 from Corynebacterium ammoniagenes (Brevibacterium ammoniagenes) (3104 aa), FASTA scores: opt: 3981, E(): 5.5e-203, (49.8% identity in 3099 aa overlap); Q48926|fas from Mycobacterium bovis (2796 aa), FASTA scores: opt: 2098, E(): 3.9e-103, (59.7% identity in 2862 aa overlap) (see Fernandes et al., 1996); P34731|FAS1_CANAL fatty acid synthase subunit beta from Candida albicans (Yeast) (2037 aa), FASTA scores: opt: 955, E(): 1.3e-42, (27.4% identity in 1926 aa overlap); etc. Contains PS00017 ATP/GTP-binding site motif A (P-loop), and PS00606 Beta-ketoacyl synthases active site.",P95029,No,lipid metabolism,,P95029,P95029,"GO:0006633,GO:0004312,GO:0005835,GO:0055114,GO:0016491",2.3.1.-,,,,P95029,ML1191,MMAR_3962,MSMEG_4757,Mb2553c,,,,,
Rv1350,FAS161,0.07936507936507936,0,NC_000962.3,Mycobrowser_v4,CDS,1517491,1518234,.,+,0.0,fabG2,Involved in the fatty acid biosynthesis pathway (first reduction step) [catalytic activity: (3R)-3-hydroxyacyl-[acyl-carrier protein] + NADP+ = 3-oxoacyl-[acyl-carrier protein] + NADPH].,Probable 3-oxoacyl-[acyl-carrier protein] reductase FabG2 (3-ketoacyl-acyl carrier protein reductase),"Rv1350, (MTCY02B10.14), len: 247 aa. Probable fabG2, 3-oxoacyl-[acyl-carrier protein] reductase, highly similar to many e.g. NP_350157.1|NC_003030 3-ketoacyl-acyl carrier protein reductase from Clostridium acetobutylicum (249 aa); NP_229523.1|NC_000853 3-oxoacyl-(acyl carrier protein) reductase from Thermotoga maritima (246 aa); AAC44307.1|U59433 3-ketoacyl-acyl carrier protein reductase from Bacillus subtilis (246 aa); etc. Contains PS00061 Short-chain dehydrogenases/reductases family signature. Belongs to the short-chain dehydrogenases/reductases (SDR) family.",P9WGR9,No,lipid metabolism,,P66781,P9WGR9,"GO:0055114,GO:0016491",1.-.-.-,,,,P9WGR9,ML1178,MMAR_4033,MSMEG_2206,Mb1385,,,,,
Rv2947c,FAS161,0.07936507936507936,0,NC_000962.3,Mycobrowser_v4,CDS,3296350,3297840,.,-,0.0,pks15,Polyketide synthase possibly involved in lipid synthesis,Probable polyketide synthase Pks15,"Rv2947c, (MTCY24G1.02), len: 496 aa. Probable pks15, polyketide synthase. Almost identical to G560508|Q50469 PKS002B protein from Mycobacterium tuberculosis (495 aa), FASTA scores: opt: 3270, E(): 0, (99.6% identity in 496 a a overlap). Similar to Mycobacterium tuberculosis proteins MTCY338.20|RV2931|PPSA_MYCTU ppsA phenolpthiocerol synthesis (1876 aa) (49.9% identity in 465 aa overlap); MTCY24G1.09|RV2940C|P96291 Putative mas, mycocerosic acid synthase (2111 aa) (50.2% identity in 454 aa overlap); and MTCY22H8.03|RV2382C|P71718 hypothetical protein (444 aa) (47.6% identity in 437 aa overlap). Contains PS00606 Beta-ketoacyl synthases active site. Note pks15 has been shown to be involved in the biosynthesis of phthiocerol. pks15/pks1 has been shown to be involved in the biosynthesis of phenolphthiocerol glycolipids.",P96284,No,lipid metabolism,,P96284,P96284,"GO:0048037,GO:0016740,GO:0009058",,,,,P96284,ML0135,,,Mb2971c,,,,,
Rv1484,FAS161,0.07936507936507936,0,NC_000962.3,Mycobrowser_v4,CDS,1674202,1675011,.,+,0.0,inhA,"This isozyme is involved in mycolic acid biosynthesis. Second reductive step in fatty acid biosynthesis. Involved in the resistance against the antituberculosis drugs isoniazid and ethionamide [catalytic activity: acyl-[acyl-carrier protein] + NAD(+) = trans-2,3-dehydroacyl-[acyl-carrier protein] + NADH].",NADH-dependent enoyl-[acyl-carrier-protein] reductase InhA (NADH-dependent enoyl-ACP reductase),"Rv1484, (MTCY277.05), len: 269 aa. InhA, NADH-dependent enoyl-[acyl-carrier-protein] reductase (see citations below). Identical to INHA_MYCTU|P46533 enoyl-[acyl-carrier-protein] reductase from Mycobacterium tuberculosis and G1155270 Mycobacterium bovis enoyl acp reductase. Some similarity to the short-chain dehydrogenases/reductases (SDR) family.",P9WGR1,No,lipid metabolism,"1BVR,1ENY,1ENZ,1P44,1P45,1ZID,2AQ8,2AQH,2AQI,2AQK,2B35,2B36,2B37,2H7I,2H7L,2H7M,2H7N,2H7P,2H9I,2IDZ,2IE0,2IEB,2IED,2NSD,2NTJ,2NV6,2PR2,2X22,2X23,3FNE,3FNF,3FNG,3FNH,3OEW,3OEY,3OF2",,P9WGR1,"GO:0004318,GO:0006633,GO:0055114,GO:0046677",1.3.1.9,"ETH,INH",,,P9WGR1,"ML1806,ML1806c",MMAR_2290,MSMEG_3151,Mb1520,,,,,
Rv2524c,FAS180,0.07936507936507936,0,NC_000962.3,Mycobrowser_v4,CDS,2840123,2849332,.,-,0.0,fas,"Involved in lipid metabolism. Fatty acid synthetase catalyzes the formation of long-chain fatty acids from acetyl-CoA, malonyl-CoA and NADPH.",Probable fatty acid synthase Fas (fatty acid synthetase),"Rv2524c, (MTCY159.32, MTV009.09c), len: 3069 aa. Probable fas, Fatty Acid Synthase, equivalent to Q9X7E2|fas|ML1191 putative type I fatty acid synthase from Mycobacterium leprae (3076 aa), FASTA scores: opt: 17484, E(): 0, (85.8% identity in 3081 aa overlap). Also similar to others e.g. Q04846|fas|Q59497 from Corynebacterium ammoniagenes (Brevibacterium ammoniagenes) (3104 aa), FASTA scores: opt: 3981, E(): 5.5e-203, (49.8% identity in 3099 aa overlap); Q48926|fas from Mycobacterium bovis (2796 aa), FASTA scores: opt: 2098, E(): 3.9e-103, (59.7% identity in 2862 aa overlap) (see Fernandes et al., 1996); P34731|FAS1_CANAL fatty acid synthase subunit beta from Candida albicans (Yeast) (2037 aa), FASTA scores: opt: 955, E(): 1.3e-42, (27.4% identity in 1926 aa overlap); etc. Contains PS00017 ATP/GTP-binding site motif A (P-loop), and PS00606 Beta-ketoacyl synthases active site.",P95029,No,lipid metabolism,,P95029,P95029,"GO:0006633,GO:0004312,GO:0005835,GO:0055114,GO:0016491",2.3.1.-,,,,P95029,ML1191,MMAR_3962,MSMEG_4757,Mb2553c,,,,,
Rv1350,FAS180,0.07936507936507936,0,NC_000962.3,Mycobrowser_v4,CDS,1517491,1518234,.,+,0.0,fabG2,Involved in the fatty acid biosynthesis pathway (first reduction step) [catalytic activity: (3R)-3-hydroxyacyl-[acyl-carrier protein] + NADP+ = 3-oxoacyl-[acyl-carrier protein] + NADPH].,Probable 3-oxoacyl-[acyl-carrier protein] reductase FabG2 (3-ketoacyl-acyl carrier protein reductase),"Rv1350, (MTCY02B10.14), len: 247 aa. Probable fabG2, 3-oxoacyl-[acyl-carrier protein] reductase, highly similar to many e.g. NP_350157.1|NC_003030 3-ketoacyl-acyl carrier protein reductase from Clostridium acetobutylicum (249 aa); NP_229523.1|NC_000853 3-oxoacyl-(acyl carrier protein) reductase from Thermotoga maritima (246 aa); AAC44307.1|U59433 3-ketoacyl-acyl carrier protein reductase from Bacillus subtilis (246 aa); etc. Contains PS00061 Short-chain dehydrogenases/reductases family signature. Belongs to the short-chain dehydrogenases/reductases (SDR) family.",P9WGR9,No,lipid metabolism,,P66781,P9WGR9,"GO:0055114,GO:0016491",1.-.-.-,,,,P9WGR9,ML1178,MMAR_4033,MSMEG_2206,Mb1385,,,,,
Rv2947c,FAS180,0.07936507936507936,0,NC_000962.3,Mycobrowser_v4,CDS,3296350,3297840,.,-,0.0,pks15,Polyketide synthase possibly involved in lipid synthesis,Probable polyketide synthase Pks15,"Rv2947c, (MTCY24G1.02), len: 496 aa. Probable pks15, polyketide synthase. Almost identical to G560508|Q50469 PKS002B protein from Mycobacterium tuberculosis (495 aa), FASTA scores: opt: 3270, E(): 0, (99.6% identity in 496 a a overlap). Similar to Mycobacterium tuberculosis proteins MTCY338.20|RV2931|PPSA_MYCTU ppsA phenolpthiocerol synthesis (1876 aa) (49.9% identity in 465 aa overlap); MTCY24G1.09|RV2940C|P96291 Putative mas, mycocerosic acid synthase (2111 aa) (50.2% identity in 454 aa overlap); and MTCY22H8.03|RV2382C|P71718 hypothetical protein (444 aa) (47.6% identity in 437 aa overlap). Contains PS00606 Beta-ketoacyl synthases active site. Note pks15 has been shown to be involved in the biosynthesis of phthiocerol. pks15/pks1 has been shown to be involved in the biosynthesis of phenolphthiocerol glycolipids.",P96284,No,lipid metabolism,,P96284,P96284,"GO:0048037,GO:0016740,GO:0009058",,,,,P96284,ML0135,,,Mb2971c,,,,,
Rv1484,FAS180,0.07936507936507936,0,NC_000962.3,Mycobrowser_v4,CDS,1674202,1675011,.,+,0.0,inhA,"This isozyme is involved in mycolic acid biosynthesis. Second reductive step in fatty acid biosynthesis. Involved in the resistance against the antituberculosis drugs isoniazid and ethionamide [catalytic activity: acyl-[acyl-carrier protein] + NAD(+) = trans-2,3-dehydroacyl-[acyl-carrier protein] + NADH].",NADH-dependent enoyl-[acyl-carrier-protein] reductase InhA (NADH-dependent enoyl-ACP reductase),"Rv1484, (MTCY277.05), len: 269 aa. InhA, NADH-dependent enoyl-[acyl-carrier-protein] reductase (see citations below). Identical to INHA_MYCTU|P46533 enoyl-[acyl-carrier-protein] reductase from Mycobacterium tuberculosis and G1155270 Mycobacterium bovis enoyl acp reductase. Some similarity to the short-chain dehydrogenases/reductases (SDR) family.",P9WGR1,No,lipid metabolism,"1BVR,1ENY,1ENZ,1P44,1P45,1ZID,2AQ8,2AQH,2AQI,2AQK,2B35,2B36,2B37,2H7I,2H7L,2H7M,2H7N,2H7P,2H9I,2IDZ,2IE0,2IEB,2IED,2NSD,2NTJ,2NV6,2PR2,2X22,2X23,3FNE,3FNF,3FNG,3FNH,3OEW,3OEY,3OF2",,P9WGR1,"GO:0004318,GO:0006633,GO:0055114,GO:0046677",1.3.1.9,"ETH,INH",,,P9WGR1,"ML1806,ML1806c",MMAR_2290,MSMEG_3151,Mb1520,,,,,
