genes,reactions,density,cluster,Refseq_ID,Mycobrowser_Version,Feature,Start,Stop,Score,Strand,Frame,Name,Function,Product,Comments,UniProt_AC,Is_Pseudogene,Functional_Category,Protein Data Bank,PFAM,UniProt,Gene Ontology,Enzyme Classification,Drug Resistance Mutations,InterPro,UniProtKB/TrEMBL,SWISS-MODEL,Orthologues M. leprae,Orthologues M. marinum,Orthologues M. smegmatis,Orthologues M. bovis,Orthologues M. lepromatosis,Orthologues M. tuberculosis,Orthologues M. abscessus,Orthologues M. haemophilum,Orthologues M. orygis
Rv1484,FAS80_L,0.17647058823529413,0,NC_000962.3,Mycobrowser_v4,CDS,1674202,1675011,.,+,0.0,inhA,"This isozyme is involved in mycolic acid biosynthesis. Second reductive step in fatty acid biosynthesis. Involved in the resistance against the antituberculosis drugs isoniazid and ethionamide [catalytic activity: acyl-[acyl-carrier protein] + NAD(+) = trans-2,3-dehydroacyl-[acyl-carrier protein] + NADH].",NADH-dependent enoyl-[acyl-carrier-protein] reductase InhA (NADH-dependent enoyl-ACP reductase),"Rv1484, (MTCY277.05), len: 269 aa. InhA, NADH-dependent enoyl-[acyl-carrier-protein] reductase (see citations below). Identical to INHA_MYCTU|P46533 enoyl-[acyl-carrier-protein] reductase from Mycobacterium tuberculosis and G1155270 Mycobacterium bovis enoyl acp reductase. Some similarity to the short-chain dehydrogenases/reductases (SDR) family.",P9WGR1,No,lipid metabolism,"1BVR,1ENY,1ENZ,1P44,1P45,1ZID,2AQ8,2AQH,2AQI,2AQK,2B35,2B36,2B37,2H7I,2H7L,2H7M,2H7N,2H7P,2H9I,2IDZ,2IE0,2IEB,2IED,2NSD,2NTJ,2NV6,2PR2,2X22,2X23,3FNE,3FNF,3FNG,3FNH,3OEW,3OEY,3OF2",,P9WGR1,"GO:0004318,GO:0006633,GO:0055114,GO:0046677",1.3.1.9,"ETH,INH",,,P9WGR1,"ML1806,ML1806c",MMAR_2290,MSMEG_3151,Mb1520,,,,,
Rv2940c,FASm220,0.0,0,NC_000962.3,Mycobrowser_v4,CDS,3276380,3282715,.,-,0.0,mas,Catalyzes the elongation of N-fatty acyl-CoA with methylamalonyl-CoA (not malonyl-CoA) as the elongating agent to form mycocerosyl lipids.,Probable multifunctional mycocerosic acid synthase membrane-associated Mas,"Rv2940c, (MTCY24G1.09, MTCY19H9.08c), len: 2111 aa. Probable mas, mycocerosic acid synthase membrane associated, multifunctional enzyme (see citations below), almost identical to Q02251|MCAS_MYCBO|mas mycocerosic acid synthase from Mycobacterium bovis (2110 aa), FASTA scores: opt: 13226, E(): 0, (95.8% identity in 2115 aa overlap) (see Mathur & Kolattukudy 1992); and equivalent to Q9CD78|mas|ML0139 putative mycocerosic synthase from Mycobacterium leprae (2116 aa), FASTA scores: opt: 12142, E(): 0, (87.95% identity in 2119 aa overlap); and Q49624|PKS3|MASA|ML1229|B1170_C2_209 probable mycocerosic acid synthase from Mycobacterium leprae (2118 aa), FASTA scores: opt: 8421, E(): 0, (60.8% identity in 2127 aa overlap). Also similar to other synthases e.g. C-terminus of Q9L8C7|EPOC polyketide synthase from Polyangium cellulosum (7257 aa), FASTA scores: opt: 4332, E(): 0, (40.85% identity in 2149 aa overlap); etc. Also similar to others from Mycobacterium tuberculosis e.g. O53901|PKS5|Rv1527c|MTV045.01c|MTCY19G5.01 polyketide synthase (2108 aa), FASTA scores: opt: 5059, E(): 0, (65.9% identity in 2121 aa overlap); etc. Contains several domains, organized in the following order: beta-ketoacyl synthase (PS00606), acyl transferase, dehydratase-enoyl reductase, beta-ketoreductase, acyl carrier protein. Contains PS00012 Phosphopantetheine attachment site.",I6Y231,No,lipid metabolism,,P96291,I6Y231,"GO:0009058,GO:0048037,GO:0055114,GO:0016491,GO:0031177,GO:0016740,GO:0008270,GO:0000036",,,,,I6Y231,ML0139,MMAR_1767,,Mb2965c,,,,,
Rv2940c,FASm220,0.0,0,NC_000962.3,Mycobrowser_v4,promoter,3282902,3282907,.,-,0.0,mas,Catalyzes the elongation of N-fatty acyl-CoA with methylamalonyl-CoA (not malonyl-CoA) as the elongating agent to form mycocerosyl lipids.,Probable multifunctional mycocerosic acid synthase membrane-associated Mas,"Rv2940c, (MTCY24G1.09, MTCY19H9.08c), len: 2111 aa. Probable mas, mycocerosic acid synthase membrane associated, multifunctional enzyme (see citations below), almost identical to Q02251|MCAS_MYCBO|mas mycocerosic acid synthase from Mycobacterium bovis (2110 aa), FASTA scores: opt: 13226, E(): 0, (95.8% identity in 2115 aa overlap) (see Mathur & Kolattukudy 1992); and equivalent to Q9CD78|mas|ML0139 putative mycocerosic synthase from Mycobacterium leprae (2116 aa), FASTA scores: opt: 12142, E(): 0, (87.95% identity in 2119 aa overlap); and Q49624|PKS3|MASA|ML1229|B1170_C2_209 probable mycocerosic acid synthase from Mycobacterium leprae (2118 aa), FASTA scores: opt: 8421, E(): 0, (60.8% identity in 2127 aa overlap). Also similar to other synthases e.g. C-terminus of Q9L8C7|EPOC polyketide synthase from Polyangium cellulosum (7257 aa), FASTA scores: opt: 4332, E(): 0, (40.85% identity in 2149 aa overlap); etc. Also similar to others from Mycobacterium tuberculosis e.g. O53901|PKS5|Rv1527c|MTV045.01c|MTCY19G5.01 polyketide synthase (2108 aa), FASTA scores: opt: 5059, E(): 0, (65.9% identity in 2121 aa overlap); etc. Contains several domains, organized in the following order: beta-ketoacyl synthase (PS00606), acyl transferase, dehydratase-enoyl reductase, beta-ketoreductase, acyl carrier protein. Contains PS00012 Phosphopantetheine attachment site.",I6Y231,No,lipid metabolism,,P96291,I6Y231,"GO:0009058,GO:0048037,GO:0055114,GO:0016491,GO:0031177,GO:0016740,GO:0008270,GO:0000036",,,,,I6Y231,ML0139,MMAR_1767,,Mb2965c,,,,,
Rv2940c,FASm220,0.0,0,NC_000962.3,Mycobrowser_v4,promoter,3282905,3282921,.,-,0.0,mas,Catalyzes the elongation of N-fatty acyl-CoA with methylamalonyl-CoA (not malonyl-CoA) as the elongating agent to form mycocerosyl lipids.,Probable multifunctional mycocerosic acid synthase membrane-associated Mas,"Rv2940c, (MTCY24G1.09, MTCY19H9.08c), len: 2111 aa. Probable mas, mycocerosic acid synthase membrane associated, multifunctional enzyme (see citations below), almost identical to Q02251|MCAS_MYCBO|mas mycocerosic acid synthase from Mycobacterium bovis (2110 aa), FASTA scores: opt: 13226, E(): 0, (95.8% identity in 2115 aa overlap) (see Mathur & Kolattukudy 1992); and equivalent to Q9CD78|mas|ML0139 putative mycocerosic synthase from Mycobacterium leprae (2116 aa), FASTA scores: opt: 12142, E(): 0, (87.95% identity in 2119 aa overlap); and Q49624|PKS3|MASA|ML1229|B1170_C2_209 probable mycocerosic acid synthase from Mycobacterium leprae (2118 aa), FASTA scores: opt: 8421, E(): 0, (60.8% identity in 2127 aa overlap). Also similar to other synthases e.g. C-terminus of Q9L8C7|EPOC polyketide synthase from Polyangium cellulosum (7257 aa), FASTA scores: opt: 4332, E(): 0, (40.85% identity in 2149 aa overlap); etc. Also similar to others from Mycobacterium tuberculosis e.g. O53901|PKS5|Rv1527c|MTV045.01c|MTCY19G5.01 polyketide synthase (2108 aa), FASTA scores: opt: 5059, E(): 0, (65.9% identity in 2121 aa overlap); etc. Contains several domains, organized in the following order: beta-ketoacyl synthase (PS00606), acyl transferase, dehydratase-enoyl reductase, beta-ketoreductase, acyl carrier protein. Contains PS00012 Phosphopantetheine attachment site.",I6Y231,No,lipid metabolism,,P96291,I6Y231,"GO:0009058,GO:0048037,GO:0055114,GO:0016491,GO:0031177,GO:0016740,GO:0008270,GO:0000036",,,,,I6Y231,ML0139,MMAR_1767,,Mb2965c,,,,,
Rv2940c,FASm2201,0.0,0,NC_000962.3,Mycobrowser_v4,CDS,3276380,3282715,.,-,0.0,mas,Catalyzes the elongation of N-fatty acyl-CoA with methylamalonyl-CoA (not malonyl-CoA) as the elongating agent to form mycocerosyl lipids.,Probable multifunctional mycocerosic acid synthase membrane-associated Mas,"Rv2940c, (MTCY24G1.09, MTCY19H9.08c), len: 2111 aa. Probable mas, mycocerosic acid synthase membrane associated, multifunctional enzyme (see citations below), almost identical to Q02251|MCAS_MYCBO|mas mycocerosic acid synthase from Mycobacterium bovis (2110 aa), FASTA scores: opt: 13226, E(): 0, (95.8% identity in 2115 aa overlap) (see Mathur & Kolattukudy 1992); and equivalent to Q9CD78|mas|ML0139 putative mycocerosic synthase from Mycobacterium leprae (2116 aa), FASTA scores: opt: 12142, E(): 0, (87.95% identity in 2119 aa overlap); and Q49624|PKS3|MASA|ML1229|B1170_C2_209 probable mycocerosic acid synthase from Mycobacterium leprae (2118 aa), FASTA scores: opt: 8421, E(): 0, (60.8% identity in 2127 aa overlap). Also similar to other synthases e.g. C-terminus of Q9L8C7|EPOC polyketide synthase from Polyangium cellulosum (7257 aa), FASTA scores: opt: 4332, E(): 0, (40.85% identity in 2149 aa overlap); etc. Also similar to others from Mycobacterium tuberculosis e.g. O53901|PKS5|Rv1527c|MTV045.01c|MTCY19G5.01 polyketide synthase (2108 aa), FASTA scores: opt: 5059, E(): 0, (65.9% identity in 2121 aa overlap); etc. Contains several domains, organized in the following order: beta-ketoacyl synthase (PS00606), acyl transferase, dehydratase-enoyl reductase, beta-ketoreductase, acyl carrier protein. Contains PS00012 Phosphopantetheine attachment site.",I6Y231,No,lipid metabolism,,P96291,I6Y231,"GO:0009058,GO:0048037,GO:0055114,GO:0016491,GO:0031177,GO:0016740,GO:0008270,GO:0000036",,,,,I6Y231,ML0139,MMAR_1767,,Mb2965c,,,,,
Rv2940c,FASm2201,0.0,0,NC_000962.3,Mycobrowser_v4,promoter,3282902,3282907,.,-,0.0,mas,Catalyzes the elongation of N-fatty acyl-CoA with methylamalonyl-CoA (not malonyl-CoA) as the elongating agent to form mycocerosyl lipids.,Probable multifunctional mycocerosic acid synthase membrane-associated Mas,"Rv2940c, (MTCY24G1.09, MTCY19H9.08c), len: 2111 aa. Probable mas, mycocerosic acid synthase membrane associated, multifunctional enzyme (see citations below), almost identical to Q02251|MCAS_MYCBO|mas mycocerosic acid synthase from Mycobacterium bovis (2110 aa), FASTA scores: opt: 13226, E(): 0, (95.8% identity in 2115 aa overlap) (see Mathur & Kolattukudy 1992); and equivalent to Q9CD78|mas|ML0139 putative mycocerosic synthase from Mycobacterium leprae (2116 aa), FASTA scores: opt: 12142, E(): 0, (87.95% identity in 2119 aa overlap); and Q49624|PKS3|MASA|ML1229|B1170_C2_209 probable mycocerosic acid synthase from Mycobacterium leprae (2118 aa), FASTA scores: opt: 8421, E(): 0, (60.8% identity in 2127 aa overlap). Also similar to other synthases e.g. C-terminus of Q9L8C7|EPOC polyketide synthase from Polyangium cellulosum (7257 aa), FASTA scores: opt: 4332, E(): 0, (40.85% identity in 2149 aa overlap); etc. Also similar to others from Mycobacterium tuberculosis e.g. O53901|PKS5|Rv1527c|MTV045.01c|MTCY19G5.01 polyketide synthase (2108 aa), FASTA scores: opt: 5059, E(): 0, (65.9% identity in 2121 aa overlap); etc. Contains several domains, organized in the following order: beta-ketoacyl synthase (PS00606), acyl transferase, dehydratase-enoyl reductase, beta-ketoreductase, acyl carrier protein. Contains PS00012 Phosphopantetheine attachment site.",I6Y231,No,lipid metabolism,,P96291,I6Y231,"GO:0009058,GO:0048037,GO:0055114,GO:0016491,GO:0031177,GO:0016740,GO:0008270,GO:0000036",,,,,I6Y231,ML0139,MMAR_1767,,Mb2965c,,,,,
Rv2940c,FASm2201,0.0,0,NC_000962.3,Mycobrowser_v4,promoter,3282905,3282921,.,-,0.0,mas,Catalyzes the elongation of N-fatty acyl-CoA with methylamalonyl-CoA (not malonyl-CoA) as the elongating agent to form mycocerosyl lipids.,Probable multifunctional mycocerosic acid synthase membrane-associated Mas,"Rv2940c, (MTCY24G1.09, MTCY19H9.08c), len: 2111 aa. Probable mas, mycocerosic acid synthase membrane associated, multifunctional enzyme (see citations below), almost identical to Q02251|MCAS_MYCBO|mas mycocerosic acid synthase from Mycobacterium bovis (2110 aa), FASTA scores: opt: 13226, E(): 0, (95.8% identity in 2115 aa overlap) (see Mathur & Kolattukudy 1992); and equivalent to Q9CD78|mas|ML0139 putative mycocerosic synthase from Mycobacterium leprae (2116 aa), FASTA scores: opt: 12142, E(): 0, (87.95% identity in 2119 aa overlap); and Q49624|PKS3|MASA|ML1229|B1170_C2_209 probable mycocerosic acid synthase from Mycobacterium leprae (2118 aa), FASTA scores: opt: 8421, E(): 0, (60.8% identity in 2127 aa overlap). Also similar to other synthases e.g. C-terminus of Q9L8C7|EPOC polyketide synthase from Polyangium cellulosum (7257 aa), FASTA scores: opt: 4332, E(): 0, (40.85% identity in 2149 aa overlap); etc. Also similar to others from Mycobacterium tuberculosis e.g. O53901|PKS5|Rv1527c|MTV045.01c|MTCY19G5.01 polyketide synthase (2108 aa), FASTA scores: opt: 5059, E(): 0, (65.9% identity in 2121 aa overlap); etc. Contains several domains, organized in the following order: beta-ketoacyl synthase (PS00606), acyl transferase, dehydratase-enoyl reductase, beta-ketoreductase, acyl carrier protein. Contains PS00012 Phosphopantetheine attachment site.",I6Y231,No,lipid metabolism,,P96291,I6Y231,"GO:0009058,GO:0048037,GO:0055114,GO:0016491,GO:0031177,GO:0016740,GO:0008270,GO:0000036",,,,,I6Y231,ML0139,MMAR_1767,,Mb2965c,,,,,
Rv2940c,FASm2202,0.0,0,NC_000962.3,Mycobrowser_v4,CDS,3276380,3282715,.,-,0.0,mas,Catalyzes the elongation of N-fatty acyl-CoA with methylamalonyl-CoA (not malonyl-CoA) as the elongating agent to form mycocerosyl lipids.,Probable multifunctional mycocerosic acid synthase membrane-associated Mas,"Rv2940c, (MTCY24G1.09, MTCY19H9.08c), len: 2111 aa. Probable mas, mycocerosic acid synthase membrane associated, multifunctional enzyme (see citations below), almost identical to Q02251|MCAS_MYCBO|mas mycocerosic acid synthase from Mycobacterium bovis (2110 aa), FASTA scores: opt: 13226, E(): 0, (95.8% identity in 2115 aa overlap) (see Mathur & Kolattukudy 1992); and equivalent to Q9CD78|mas|ML0139 putative mycocerosic synthase from Mycobacterium leprae (2116 aa), FASTA scores: opt: 12142, E(): 0, (87.95% identity in 2119 aa overlap); and Q49624|PKS3|MASA|ML1229|B1170_C2_209 probable mycocerosic acid synthase from Mycobacterium leprae (2118 aa), FASTA scores: opt: 8421, E(): 0, (60.8% identity in 2127 aa overlap). Also similar to other synthases e.g. C-terminus of Q9L8C7|EPOC polyketide synthase from Polyangium cellulosum (7257 aa), FASTA scores: opt: 4332, E(): 0, (40.85% identity in 2149 aa overlap); etc. Also similar to others from Mycobacterium tuberculosis e.g. O53901|PKS5|Rv1527c|MTV045.01c|MTCY19G5.01 polyketide synthase (2108 aa), FASTA scores: opt: 5059, E(): 0, (65.9% identity in 2121 aa overlap); etc. Contains several domains, organized in the following order: beta-ketoacyl synthase (PS00606), acyl transferase, dehydratase-enoyl reductase, beta-ketoreductase, acyl carrier protein. Contains PS00012 Phosphopantetheine attachment site.",I6Y231,No,lipid metabolism,,P96291,I6Y231,"GO:0009058,GO:0048037,GO:0055114,GO:0016491,GO:0031177,GO:0016740,GO:0008270,GO:0000036",,,,,I6Y231,ML0139,MMAR_1767,,Mb2965c,,,,,
Rv2940c,FASm2202,0.0,0,NC_000962.3,Mycobrowser_v4,promoter,3282902,3282907,.,-,0.0,mas,Catalyzes the elongation of N-fatty acyl-CoA with methylamalonyl-CoA (not malonyl-CoA) as the elongating agent to form mycocerosyl lipids.,Probable multifunctional mycocerosic acid synthase membrane-associated Mas,"Rv2940c, (MTCY24G1.09, MTCY19H9.08c), len: 2111 aa. Probable mas, mycocerosic acid synthase membrane associated, multifunctional enzyme (see citations below), almost identical to Q02251|MCAS_MYCBO|mas mycocerosic acid synthase from Mycobacterium bovis (2110 aa), FASTA scores: opt: 13226, E(): 0, (95.8% identity in 2115 aa overlap) (see Mathur & Kolattukudy 1992); and equivalent to Q9CD78|mas|ML0139 putative mycocerosic synthase from Mycobacterium leprae (2116 aa), FASTA scores: opt: 12142, E(): 0, (87.95% identity in 2119 aa overlap); and Q49624|PKS3|MASA|ML1229|B1170_C2_209 probable mycocerosic acid synthase from Mycobacterium leprae (2118 aa), FASTA scores: opt: 8421, E(): 0, (60.8% identity in 2127 aa overlap). Also similar to other synthases e.g. C-terminus of Q9L8C7|EPOC polyketide synthase from Polyangium cellulosum (7257 aa), FASTA scores: opt: 4332, E(): 0, (40.85% identity in 2149 aa overlap); etc. Also similar to others from Mycobacterium tuberculosis e.g. O53901|PKS5|Rv1527c|MTV045.01c|MTCY19G5.01 polyketide synthase (2108 aa), FASTA scores: opt: 5059, E(): 0, (65.9% identity in 2121 aa overlap); etc. Contains several domains, organized in the following order: beta-ketoacyl synthase (PS00606), acyl transferase, dehydratase-enoyl reductase, beta-ketoreductase, acyl carrier protein. Contains PS00012 Phosphopantetheine attachment site.",I6Y231,No,lipid metabolism,,P96291,I6Y231,"GO:0009058,GO:0048037,GO:0055114,GO:0016491,GO:0031177,GO:0016740,GO:0008270,GO:0000036",,,,,I6Y231,ML0139,MMAR_1767,,Mb2965c,,,,,
Rv2940c,FASm2202,0.0,0,NC_000962.3,Mycobrowser_v4,promoter,3282905,3282921,.,-,0.0,mas,Catalyzes the elongation of N-fatty acyl-CoA with methylamalonyl-CoA (not malonyl-CoA) as the elongating agent to form mycocerosyl lipids.,Probable multifunctional mycocerosic acid synthase membrane-associated Mas,"Rv2940c, (MTCY24G1.09, MTCY19H9.08c), len: 2111 aa. Probable mas, mycocerosic acid synthase membrane associated, multifunctional enzyme (see citations below), almost identical to Q02251|MCAS_MYCBO|mas mycocerosic acid synthase from Mycobacterium bovis (2110 aa), FASTA scores: opt: 13226, E(): 0, (95.8% identity in 2115 aa overlap) (see Mathur & Kolattukudy 1992); and equivalent to Q9CD78|mas|ML0139 putative mycocerosic synthase from Mycobacterium leprae (2116 aa), FASTA scores: opt: 12142, E(): 0, (87.95% identity in 2119 aa overlap); and Q49624|PKS3|MASA|ML1229|B1170_C2_209 probable mycocerosic acid synthase from Mycobacterium leprae (2118 aa), FASTA scores: opt: 8421, E(): 0, (60.8% identity in 2127 aa overlap). Also similar to other synthases e.g. C-terminus of Q9L8C7|EPOC polyketide synthase from Polyangium cellulosum (7257 aa), FASTA scores: opt: 4332, E(): 0, (40.85% identity in 2149 aa overlap); etc. Also similar to others from Mycobacterium tuberculosis e.g. O53901|PKS5|Rv1527c|MTV045.01c|MTCY19G5.01 polyketide synthase (2108 aa), FASTA scores: opt: 5059, E(): 0, (65.9% identity in 2121 aa overlap); etc. Contains several domains, organized in the following order: beta-ketoacyl synthase (PS00606), acyl transferase, dehydratase-enoyl reductase, beta-ketoreductase, acyl carrier protein. Contains PS00012 Phosphopantetheine attachment site.",I6Y231,No,lipid metabolism,,P96291,I6Y231,"GO:0009058,GO:0048037,GO:0055114,GO:0016491,GO:0031177,GO:0016740,GO:0008270,GO:0000036",,,,,I6Y231,ML0139,MMAR_1767,,Mb2965c,,,,,
Rv2940c,FASm240,0.0,0,NC_000962.3,Mycobrowser_v4,CDS,3276380,3282715,.,-,0.0,mas,Catalyzes the elongation of N-fatty acyl-CoA with methylamalonyl-CoA (not malonyl-CoA) as the elongating agent to form mycocerosyl lipids.,Probable multifunctional mycocerosic acid synthase membrane-associated Mas,"Rv2940c, (MTCY24G1.09, MTCY19H9.08c), len: 2111 aa. Probable mas, mycocerosic acid synthase membrane associated, multifunctional enzyme (see citations below), almost identical to Q02251|MCAS_MYCBO|mas mycocerosic acid synthase from Mycobacterium bovis (2110 aa), FASTA scores: opt: 13226, E(): 0, (95.8% identity in 2115 aa overlap) (see Mathur & Kolattukudy 1992); and equivalent to Q9CD78|mas|ML0139 putative mycocerosic synthase from Mycobacterium leprae (2116 aa), FASTA scores: opt: 12142, E(): 0, (87.95% identity in 2119 aa overlap); and Q49624|PKS3|MASA|ML1229|B1170_C2_209 probable mycocerosic acid synthase from Mycobacterium leprae (2118 aa), FASTA scores: opt: 8421, E(): 0, (60.8% identity in 2127 aa overlap). Also similar to other synthases e.g. C-terminus of Q9L8C7|EPOC polyketide synthase from Polyangium cellulosum (7257 aa), FASTA scores: opt: 4332, E(): 0, (40.85% identity in 2149 aa overlap); etc. Also similar to others from Mycobacterium tuberculosis e.g. O53901|PKS5|Rv1527c|MTV045.01c|MTCY19G5.01 polyketide synthase (2108 aa), FASTA scores: opt: 5059, E(): 0, (65.9% identity in 2121 aa overlap); etc. Contains several domains, organized in the following order: beta-ketoacyl synthase (PS00606), acyl transferase, dehydratase-enoyl reductase, beta-ketoreductase, acyl carrier protein. Contains PS00012 Phosphopantetheine attachment site.",I6Y231,No,lipid metabolism,,P96291,I6Y231,"GO:0009058,GO:0048037,GO:0055114,GO:0016491,GO:0031177,GO:0016740,GO:0008270,GO:0000036",,,,,I6Y231,ML0139,MMAR_1767,,Mb2965c,,,,,
Rv2940c,FASm240,0.0,0,NC_000962.3,Mycobrowser_v4,promoter,3282902,3282907,.,-,0.0,mas,Catalyzes the elongation of N-fatty acyl-CoA with methylamalonyl-CoA (not malonyl-CoA) as the elongating agent to form mycocerosyl lipids.,Probable multifunctional mycocerosic acid synthase membrane-associated Mas,"Rv2940c, (MTCY24G1.09, MTCY19H9.08c), len: 2111 aa. Probable mas, mycocerosic acid synthase membrane associated, multifunctional enzyme (see citations below), almost identical to Q02251|MCAS_MYCBO|mas mycocerosic acid synthase from Mycobacterium bovis (2110 aa), FASTA scores: opt: 13226, E(): 0, (95.8% identity in 2115 aa overlap) (see Mathur & Kolattukudy 1992); and equivalent to Q9CD78|mas|ML0139 putative mycocerosic synthase from Mycobacterium leprae (2116 aa), FASTA scores: opt: 12142, E(): 0, (87.95% identity in 2119 aa overlap); and Q49624|PKS3|MASA|ML1229|B1170_C2_209 probable mycocerosic acid synthase from Mycobacterium leprae (2118 aa), FASTA scores: opt: 8421, E(): 0, (60.8% identity in 2127 aa overlap). Also similar to other synthases e.g. C-terminus of Q9L8C7|EPOC polyketide synthase from Polyangium cellulosum (7257 aa), FASTA scores: opt: 4332, E(): 0, (40.85% identity in 2149 aa overlap); etc. Also similar to others from Mycobacterium tuberculosis e.g. O53901|PKS5|Rv1527c|MTV045.01c|MTCY19G5.01 polyketide synthase (2108 aa), FASTA scores: opt: 5059, E(): 0, (65.9% identity in 2121 aa overlap); etc. Contains several domains, organized in the following order: beta-ketoacyl synthase (PS00606), acyl transferase, dehydratase-enoyl reductase, beta-ketoreductase, acyl carrier protein. Contains PS00012 Phosphopantetheine attachment site.",I6Y231,No,lipid metabolism,,P96291,I6Y231,"GO:0009058,GO:0048037,GO:0055114,GO:0016491,GO:0031177,GO:0016740,GO:0008270,GO:0000036",,,,,I6Y231,ML0139,MMAR_1767,,Mb2965c,,,,,
Rv2940c,FASm240,0.0,0,NC_000962.3,Mycobrowser_v4,promoter,3282905,3282921,.,-,0.0,mas,Catalyzes the elongation of N-fatty acyl-CoA with methylamalonyl-CoA (not malonyl-CoA) as the elongating agent to form mycocerosyl lipids.,Probable multifunctional mycocerosic acid synthase membrane-associated Mas,"Rv2940c, (MTCY24G1.09, MTCY19H9.08c), len: 2111 aa. Probable mas, mycocerosic acid synthase membrane associated, multifunctional enzyme (see citations below), almost identical to Q02251|MCAS_MYCBO|mas mycocerosic acid synthase from Mycobacterium bovis (2110 aa), FASTA scores: opt: 13226, E(): 0, (95.8% identity in 2115 aa overlap) (see Mathur & Kolattukudy 1992); and equivalent to Q9CD78|mas|ML0139 putative mycocerosic synthase from Mycobacterium leprae (2116 aa), FASTA scores: opt: 12142, E(): 0, (87.95% identity in 2119 aa overlap); and Q49624|PKS3|MASA|ML1229|B1170_C2_209 probable mycocerosic acid synthase from Mycobacterium leprae (2118 aa), FASTA scores: opt: 8421, E(): 0, (60.8% identity in 2127 aa overlap). Also similar to other synthases e.g. C-terminus of Q9L8C7|EPOC polyketide synthase from Polyangium cellulosum (7257 aa), FASTA scores: opt: 4332, E(): 0, (40.85% identity in 2149 aa overlap); etc. Also similar to others from Mycobacterium tuberculosis e.g. O53901|PKS5|Rv1527c|MTV045.01c|MTCY19G5.01 polyketide synthase (2108 aa), FASTA scores: opt: 5059, E(): 0, (65.9% identity in 2121 aa overlap); etc. Contains several domains, organized in the following order: beta-ketoacyl synthase (PS00606), acyl transferase, dehydratase-enoyl reductase, beta-ketoreductase, acyl carrier protein. Contains PS00012 Phosphopantetheine attachment site.",I6Y231,No,lipid metabolism,,P96291,I6Y231,"GO:0009058,GO:0048037,GO:0055114,GO:0016491,GO:0031177,GO:0016740,GO:0008270,GO:0000036",,,,,I6Y231,ML0139,MMAR_1767,,Mb2965c,,,,,
Rv2940c,FASm2401,0.0,0,NC_000962.3,Mycobrowser_v4,CDS,3276380,3282715,.,-,0.0,mas,Catalyzes the elongation of N-fatty acyl-CoA with methylamalonyl-CoA (not malonyl-CoA) as the elongating agent to form mycocerosyl lipids.,Probable multifunctional mycocerosic acid synthase membrane-associated Mas,"Rv2940c, (MTCY24G1.09, MTCY19H9.08c), len: 2111 aa. Probable mas, mycocerosic acid synthase membrane associated, multifunctional enzyme (see citations below), almost identical to Q02251|MCAS_MYCBO|mas mycocerosic acid synthase from Mycobacterium bovis (2110 aa), FASTA scores: opt: 13226, E(): 0, (95.8% identity in 2115 aa overlap) (see Mathur & Kolattukudy 1992); and equivalent to Q9CD78|mas|ML0139 putative mycocerosic synthase from Mycobacterium leprae (2116 aa), FASTA scores: opt: 12142, E(): 0, (87.95% identity in 2119 aa overlap); and Q49624|PKS3|MASA|ML1229|B1170_C2_209 probable mycocerosic acid synthase from Mycobacterium leprae (2118 aa), FASTA scores: opt: 8421, E(): 0, (60.8% identity in 2127 aa overlap). Also similar to other synthases e.g. C-terminus of Q9L8C7|EPOC polyketide synthase from Polyangium cellulosum (7257 aa), FASTA scores: opt: 4332, E(): 0, (40.85% identity in 2149 aa overlap); etc. Also similar to others from Mycobacterium tuberculosis e.g. O53901|PKS5|Rv1527c|MTV045.01c|MTCY19G5.01 polyketide synthase (2108 aa), FASTA scores: opt: 5059, E(): 0, (65.9% identity in 2121 aa overlap); etc. Contains several domains, organized in the following order: beta-ketoacyl synthase (PS00606), acyl transferase, dehydratase-enoyl reductase, beta-ketoreductase, acyl carrier protein. Contains PS00012 Phosphopantetheine attachment site.",I6Y231,No,lipid metabolism,,P96291,I6Y231,"GO:0009058,GO:0048037,GO:0055114,GO:0016491,GO:0031177,GO:0016740,GO:0008270,GO:0000036",,,,,I6Y231,ML0139,MMAR_1767,,Mb2965c,,,,,
