genes,reactions,density,cluster,Refseq_ID,Mycobrowser_Version,Feature,Start,Stop,Score,Strand,Frame,Name,Function,Product,Comments,UniProt_AC,Is_Pseudogene,Functional_Category,Protein Data Bank,PFAM,UniProt,Gene Ontology,Enzyme Classification,Drug Resistance Mutations,InterPro,UniProtKB/TrEMBL,SWISS-MODEL,Orthologues M. leprae,Orthologues M. marinum,Orthologues M. smegmatis,Orthologues M. bovis,Orthologues M. lepromatosis,Orthologues M. tuberculosis,Orthologues M. abscessus,Orthologues M. haemophilum,Orthologues M. orygis
Rv2127,ASNt2r,0.02702702702702703,0,NC_000962.3,Mycobrowser_v4,CDS,2388616,2390085,.,+,0.0,ansP1,Involved in L-asparagine transport.,L-asparagine permease AnsP1,"Rv2127, (MTCY261.26), len: 489 aa. AnsP1, L-asparagine permease, integral membrane protein similar to many. Contains PS00218 Amino acid permeases signature. Seems to belong to the APC family.",P9WQM9,No,cell wall and cell processes,,O33261,P9WQM9,"GO:0006865,GO:0016021,GO:0005886,GO:0055085,GO:0015171",,,,,P9WQM9,,MMAR_4815,,Mb2151,,,,,
Rv3709c,ASPK,0.02702702702702703,0,NC_000962.3,Mycobrowser_v4,CDS,4152218,4153483,.,-,0.0,ask,"Involved at the first step in the common biosynthetic pathway leading from asp to the cell wall precursor MESO-diaminopimelate, to LYS, to met, to ILE and to THR [catalytic activity: ATP + L-aspartate = ADP + 4-phospho-L-aspartate]. Possibly acts in tetramer configuration, tetramer consisting of two alpha (catalytic activity) and two beta (function not known) chains.",Aspartokinase Ask (aspartate kinase) [contains: aspartokinase alpha subunit (Ask-alpha); and aspartokinase beta subunit (Ask-beta)],"Rv3709c, (MTV025.057c), len: 421 aa. Ask, aspartokinase (see citation below), equivalent to Q9CB77|ask|ML2323 from Mycobacterium leprae (421 aa), FASTA scores: opt: 2531, E(): 2e-140, (92.65% identity in 421 aa overlap); and P41403|AK_MYCSM|ask from Mycobacterium smegmatis (421 aa), FASTA scores: opt: 2423, E(): 4e-134, (88.1% identity in 421 aa overlap); and to several other organisms e.g. Q9RQ25|ASKA from Amycolatopsis mediterranei (421 aa), FASTA scores: opt: 2026, E(): 5.8e-111, (72.2% identity in 421 aa overlap). Contains PS00324 Aspartokinase signature. Belongs to the aspartokinase family. Alternative products: the alpha and beta subunits of aspartokinase are produced by the use of alternative initiation sites (by similarity).",P9WPX3,No,intermediary metabolism and respiration,,P0A4Z8,P9WPX3,"GO:0016597,GO:0004072,GO:0019877,GO:0005524",2.7.2.4,,,,P9WPX3,"ML2323,ML2323c",MMAR_5222,MSMEG_6257,Mb3736c,,,,,
Rv0346c,ASPt2r,0.02702702702702703,0,NC_000962.3,Mycobrowser_v4,CDS,415502,416965,.,-,0.0,ansP2,Thought to be involved in transport of L-asparagine across the membrane. Responsible for the translocation of the substrate across the membrane.,Possible L-asparagine permease AnsP2 (L-asparagine transport protein),"Rv0346c, (MTCY13E10.06c), len: 487 aa. Possible ansP2, L-asparagine permease, integral membrane protein belonging to family containing many amino acid permeases, highly similar to G467030|B2126_F2_85|NP_301937.1|NC_002677 probable L-asparagine permease from Mycobacterium leprae (498 aa); and NP_301938.1|NC_002677 probable L-asparagine permease from Mycobacterium leprae (505 aa). Also highly similar to others e.g. P77610|ANSP_ECOLI L-asparagine permease from Escherichia coli strain K-12 (499 aa). Also highly similar to ANSP1|Rv2127|MT2186|MTCY261_22|O33261 probable L-asparagine permease from Mycobacterium tuberculosis (489 aa), FASTA score: (72.1% identity in 473 aa overlap). And shows some similarity to MTCY3G12.14 from Mycobacterium tuberculosis. Belongs to the amino acid permease family (APC family). Note that previously known as aroP2.",P9WQM7,No,cell wall and cell processes,,P0A4W0,P9WQM7,"GO:0006865,GO:0016021,GO:0005886,GO:0055085,GO:0015171",,,,,,"ML1304c,ML1305c",MMAR_0627,,Mb0354c,,,,,
Rv2127,ASPt2r,0.02702702702702703,0,NC_000962.3,Mycobrowser_v4,CDS,2388616,2390085,.,+,0.0,ansP1,Involved in L-asparagine transport.,L-asparagine permease AnsP1,"Rv2127, (MTCY261.26), len: 489 aa. AnsP1, L-asparagine permease, integral membrane protein similar to many. Contains PS00218 Amino acid permeases signature. Seems to belong to the APC family.",P9WQM9,No,cell wall and cell processes,,O33261,P9WQM9,"GO:0006865,GO:0016021,GO:0005886,GO:0055085,GO:0015171",,,,,P9WQM9,,MMAR_4815,,Mb2151,,,,,
Rv1306,ATPS4r,0.13513513513513514,0,NC_000962.3,Mycobrowser_v4,CDS,1461321,1461836,.,+,0.0,atpF,This is one of the three chains of the nonenzymatic component (cf(0) subunit) of the ATPase complex.,Probable ATP synthase B chain AtpF,"Rv1306, (MTCY373.26), len: 171 aa. Probable atpF, ATP synthase B chain, highly similar to ATPF_MYCLE P45827 (170 aa), FASTA scores, opt: 802, E(): 0, (79.5% identity in 171 aa overlap). subunit: F-type ATPases have 2 components, cf(1) - the catalytic core - and cf(0) - the membrane proton channel. cf(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). cf(0) has three main subunits: A, B and C. Belongs to the ATPase B chain family.",P9WPV5,No,intermediary metabolism and respiration,,P63656,P9WPV5,"GO:0046933,GO:0016021,GO:0005886,GO:0045263,GO:0015986",,,,,P9WPV5,ML1141,MMAR_4091,MSMEG_4940,Mb1338,,,,,
Rv1308,ATPS4r,0.13513513513513514,0,NC_000962.3,Mycobrowser_v4,CDS,1463228,1464877,.,+,0.0,atpA,Produces ATP from ADP in the presence of a proton gradient across the membrane. The alpha chain is a regulatory subunit [catalytic activity:ATP + H(2)O + H(+)(in) = ADP + phosphate + H(+)(out)],Probable ATP synthase alpha chain AtpA,"Rv1308, (MTCY373.28), len: 549 aa. Probable atpA, ATP synthase alpha chain, highly similar to ATPA_MYCLE|P45825 from Mycobacterium leprae (558 aa), FASTA scores: opt: 3233, E(): 0, (90.3% identity in 547 aa overlap). Contains PS00017 ATP/GTP-binding site motif A, PS00152 ATP synthase alpha and beta subunits signature. subunit: F-type ATPases have 2 components, cf(1) - the catalytic core - and cf(0) - the membrane proton channel. cf(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). cf(0) has three main subunits: A, B and C. Belongs to the ATPase alpha/beta chains family.",P9WPU7,No,intermediary metabolism and respiration,,P63673,P9WPU7,"GO:0046933,GO:0005886,GO:0042777,GO:0045261,GO:0046961,GO:0005524",3.6.3.14,,,,P9WPU7,ML1143,,MSMEG_4938,Mb1340,,,,,
Rv1309,ATPS4r,0.13513513513513514,0,NC_000962.3,Mycobrowser_v4,CDS,1464884,1465801,.,+,0.0,atpG,Produces ATP from ADP in the presence of a proton gradient across the membrane. The gamma chain is believed to be important in regulating ATPase activity and the flow of protons through the cf(0) complex.,Probable ATP synthase gamma chain AtpG,"Rv1309, (MTCY373.29), len: 305 aa. Probable atpG, ATP synthase gamma chain, highly similar to ATPG_MYCLE|P45824 ATP synthase gamma chain from Mycobacterium leprae (298 aa), FASTA scores: opt: 1579, E():0, (83.9% identity in 305 aa overlap). Contains PS00153 ATP synthase gamma subunit signature. subunit: F-type ATPases have 2 components, cf(1) - the catalytic core - and cf(0) - the membrane proton channel. cf(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). cf(0) has three main subunits: A, B and C. Belongs to the ATPase gamma chain family.",P9WPU9,No,intermediary metabolism and respiration,,P63671,P9WPU9,"GO:0015986,GO:0046933,GO:0005886,GO:0045261,GO:0046961,GO:0005524",,,,,P9WPU9,ML1144,MMAR_4088,MSMEG_4937,Mb1341,,,,,
Rv1307,ATPS4r,0.13513513513513514,0,NC_000962.3,Mycobrowser_v4,CDS,1461843,1463183,.,+,0.0,atpH,This protein seems to be part of the stalk that LINKS cf(0) to cf(1). It either transmits conformational changes from cf(0) into cf(1) or is implicated in proton conduction [catalytic activity: ATP + H(2)O + H(+)(in) = ADP + phosphate + H(+)(out)],Probable ATP synthase delta chain AtpH,"Rv1307, (MTCY373.27), len: 446 aa. Probable atpH, ATP synthase delta chain. This protein is much longer than that of other bacterial delta chains, the C-terminal region is homologous to delta chains while the N-terminal region is similar to B/B' subunits e.g. ATPD_STRLI|P50008 ATP synthase delta chain from Streptomyces lividans (273 aa), FASTA scores: opt: 505, E(): 5.4e-23, (35.0% identity in 277 aa overlap); and ATPF_HAEIN|P43720 ATP synthase B chain from Haemophilus influenzae (156 aa), FASTA scores: opt: 216, E(): 1.2e-06, (26.1% identity in 153 aa overlap). subunit: F-type ATPases have 2 components, cf(1) - the catalytic core - and cf(0) - the membrane proton channel. cf(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). cf(0) has three main subunits: A, B and C. Belongs to the ATPase delta chain family.",P9WPV3,No,intermediary metabolism and respiration,,P0A500,P9WPV3,"GO:0003824,GO:0046933,GO:0016021,GO:0005886,GO:0045261,GO:0045263,GO:0015986",,,,,P9WPV3,ML1142,MMAR_4090,MSMEG_4939,Mb1339,,,,,
Rv1311,ATPS4r,0.13513513513513514,0,NC_000962.3,Mycobrowser_v4,CDS,1467315,1467680,.,+,0.0,atpC,Produces ATP from ADP in the presence of a proton gradient across the membrane [catalytic activity: ATP + H(2)O + H(+)(in) = ADP + phosphate + H(+)(out)],Probable ATP synthase epsilon chain AtpC,"Rv1311, (MTCY373.31), len: 121 aa. Probable atpC, ATP synthase epsilon chain, highly similar to ATPE_MYCLE|P45822 Mycobacterium leprae (124 aa), FASTA scores: opt: 682, E(): 5.4e-40, (87.6% identity in 121 aa overlap). subunit: F-type ATPases have 2 components, cf(1) - the catalytic core - and cf(0) - the membrane proton channel. cf(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). cf(0) has three main subunits: A, B and C. Belongs to the ATPase epsilon chain family.",P9WPV1,No,intermediary metabolism and respiration,,P63662,P9WPV1,"GO:0046933,GO:0005886,GO:0042777,GO:0045261,GO:0046961,GO:0005524",,,,,P9WPV1,ML1146,MMAR_4086,MSMEG_4935,Mb1343,,,,,
Rv1305,ATPS4r,0.13513513513513514,0,NC_000962.3,Mycobrowser_v4,CDS,1461045,1461290,.,+,0.0,atpE,This is one of the three chains of the nonenzymatic component (cf(0) subunit) of the ATPase complex.,Probable ATP synthase C chain AtpE (lipid-binding protein) (dicyclohexylcarbodiimide-binding protein),"Rv1305, (MTCY373.25), len: 81 aa. Probable atpE, ATP synthase C chain, highly similar to P45828|ATPL_MYCLE Mycobacterium leprae (92.6% identity in 81 aa overlap). Contains PS00605 ATP synthase C subunit signature. subunit: F-type ATPases have 2 components, cf(1) - the catalytic core - and cf(0) - the membrane proton channel. cf(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). cf(0) has three main subunits: A, B and C. Belongs to the ATPase C chain family.",P9WPS1,No,intermediary metabolism and respiration,,P63691,P9WPS1,"GO:0046933,GO:0016021,GO:0008289,GO:0005886,GO:0045263,GO:0015986",,,,,P9WPS1,ML1140,MMAR_4092,MSMEG_4941,Mb1337,,,,,
Rv1304,ATPS4r,0.13513513513513514,0,NC_000962.3,Mycobrowser_v4,CDS,1460244,1460996,.,+,0.0,atpB,Key component of the proton channel; it may play a direct role in the translocation of protons (H+) across the membrane,Probable ATP synthase a chain AtpB (protein 6),"Rv1304, (MTCY373.24), len: 250 aa. Probable atpB, ATP synthase a chain, highly similar to ATP6_MYCLE|P45829 Mycobacterium leprae (251 aa), FASTA scores: opt: 1382, E(): 0, (84.0% identity in 250 aa overlap). Contains PS00449 ATP synthase a subunit signature. subunit: F-type ATPases have 2 components, cf(1) - the catalytic core - and cf(0) - the membrane proton channel. cf(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). cf(0) has three main subunits: A, B and C. Belongs to the ATPase a chain family.",P9WPV7,No,intermediary metabolism and respiration,,P63654,P9WPV7,"GO:0016021,GO:0005886,GO:0042777,GO:0045263,GO:0046933",,,,,P9WPV7,ML1139,MMAR_4093,MSMEG_4942,Mb1336,,,,,
Rv1310,ATPS4r,0.13513513513513514,0,NC_000962.3,Mycobrowser_v4,CDS,1465841,1467301,.,+,0.0,atpD,Produces ATP from ADP in the presence of a proton gradient across the membrane. The beta chain is the catalytic subunit [catalytic activity: ATP + H(2)O + H(+)(in) = ADP + phosphate + H(+)(out)],Probable ATP synthase beta chain AtpD,"Rv1310, (MTCY373.30), len: 486 aa. Probable atpD, ATP synthase beta chain, highly similar to ATPB_MYCLE|P45823 Mycobacterium leprae (485 aa), FASTA score: opt: 2916, E(): 0, (92.6% identity in 484 aa overlap). Contains PS00017 ATP/GTP-binding site motif A, PS00152 ATP synthase alpha and beta subunits signature. subunit: F-type ATPases have 2 components, cf(1) - the catalytic core - and cf(0) - the membrane proton channel. cf(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). cf(0) has three main subunits: A, B and C. Belongs to the ATPase alpha/beta chains family.",P9WPU5,No,intermediary metabolism and respiration,,P63677,P9WPU5,"GO:0046933,GO:0008553,GO:0005886,GO:0042777,GO:0045261,GO:0046961,GO:0005524",3.6.3.14,,,,P9WPU5,ML1145,MMAR_4087,MSMEG_4936,Mb1342,,,,,
Rv2131c,BPNT,0.0,4,NC_000962.3,Mycobrowser_v4,CDS,2392517,2393320,.,-,0.0,cysQ,"Can dephosphorylate a broad range of substrates. Likely involved in sulfur metabolism, controlling the pool of 3'-phosphoadenosine 5'-phosphate (pap) and 3'-phosphoadenoside 5'-phosphosulfate (PAPS) [catalytic activity: adenosine 3',5'-bisphosphate + H2O = adenosine 5'-phosphate + phosphate]. Has also been shown to have myo-inositol 1-phosphatase [catalytic activity: myo-inositol 1-phosphate + H(2)O = myo-inositol + phosphate] and fructose 1,6-bisphosphatase [catalytic activity: D-fructose 1,6-bisphosphate + H2O = D-fructose 6-phosphate + phosphate] activities.",Monophosphatase CysQ,"Rv2131c, (MTCY270.37), len: 267 aa. CysQ, monophosphatase, equivalent to CYSQ_MYCLE|P46726 cysQ protein homolog from Mycobacterium leprae (289 aa), FASTA scores: opt: 1374, E(): 0, (77.3% identity in 264 aa overlap). Contains inositol monophosphatase family signature 1 (PS00629), significance uncertain. Seems to belong to the inositol monophosphatase family. Cofactor: Mg2+. Inhibited by Li+; PAPase activity is inhibited by Na+ and K+, but IMPase activity is not (See Gu et al., 2006; Hatzios et al., 2008).",P9WKJ1,No,intermediary metabolism and respiration,,P65163,P9WKJ1,"GO:0046872,GO:0004437",3.1.3.-,,,,P9WKJ1,ML1301,MMAR_3112,MSMEG_4190,Mb2155c,,,,,
Rv1589,BTS2,0.02702702702702703,0,NC_000962.3,Mycobrowser_v4,CDS,1790284,1791333,.,+,0.0,bioB,Involved in biotin synthesis.,Probable biotin synthetase BioB,"Rv1589, (MTCY336.15c), len: 349 aa. Probable bioB, biotin synthetase O06601. Highly similar to BIOB_MYCLE|P46715 BioB from Mycobacterium leprae (345 aa), FASTA results: opt: 1982, E(): 0, (86.5% identity in 349 aa overlap). Identical to AF041819|AF041819_9 bioB from Mycobacterium bovis BCG (349 aa).",P9WPQ7,No,intermediary metabolism and respiration,,P0A506,P9WPQ7,"GO:0051539,GO:0009102,GO:0004076,GO:0005506,GO:0051537",2.8.1.6,,,,P9WPQ7,ML1220,MMAR_2387,MSMEG_3194,Mb1615,,,,,
Rv1589,BTS3r,0.02702702702702703,0,NC_000962.3,Mycobrowser_v4,CDS,1790284,1791333,.,+,0.0,bioB,Involved in biotin synthesis.,Probable biotin synthetase BioB,"Rv1589, (MTCY336.15c), len: 349 aa. Probable bioB, biotin synthetase O06601. Highly similar to BIOB_MYCLE|P46715 BioB from Mycobacterium leprae (345 aa), FASTA results: opt: 1982, E(): 0, (86.5% identity in 349 aa overlap). Identical to AF041819|AF041819_9 bioB from Mycobacterium bovis BCG (349 aa).",P9WPQ7,No,intermediary metabolism and respiration,,P0A506,P9WPQ7,"GO:0051539,GO:0009102,GO:0004076,GO:0005506,GO:0051537",2.8.1.6,,,,P9WPQ7,ML1220,MMAR_2387,MSMEG_3194,Mb1615,,,,,
Rv1908c,CAT,0.0,0,NC_000962.3,Mycobrowser_v4,CDS,2153889,2156111,.,-,0.0,katG,"Multifunctional enzyme, exhibiting both a catalase, a broad-spectrum peroxidase, and a peroxynitritase activities. May play a role in the intracellular survival of mycobacteria within macrophages; protection against reactive oxygen and nitrogen intermediates produced by phagocytic cells. Seems regulated by SIGB|Rv2710 [catalytic activity: 2 H(2)O(2) = O(2) + 2 H(2)O].",Catalase-peroxidase-peroxynitritase T KatG,"Rv1908c, (MTCY180.10), len: 740 aa. KatG, catalase-peroxidase-peroxynitritase T (see citations below), HPI. FASTA results: Q57215 catalase-peroxidase from Mycobacterium tuberculosis (740 aa) opt: 5081, E(): 0, (100% identity in 740 aa overlap). Contains peroxidases active site signature (PS00436) and ATP/GTP-binding site motif A (P-loop; PS00017). Cosmid sequence was corrected to agree with a sequencing read from the H37Rv genome. Deletions or defects in KATG gene cause isoniazid (INH) resistance. Belongs to the peroxidase family. Bacterial peroxidase/catalase subfamily. KATG transcription seems to be regulated by FURA|Rv1909c product. The catalase-peroxidase activity is associated with the amino-terminal domain but no definite function has been assigned to the carboxy-terminal domain. Predicted possible vaccine candidate (See Zvi et al., 2008).",P9WIE5,No,"virulence, detoxification, adaptation","1SFZ,1SJ2,2CCA,2CCD",Q08129,P9WIE5,"GO:0020037,GO:0042744,GO:0055114,GO:0046677,GO:0004096","1.11.1.7,1.11.1.6",INH,,,P9WIE5,ML2009,,MSMEG_6384,Mb1943c,,,,,
Rv2540c,CHORS,0.0,0,NC_000962.3,Mycobrowser_v4,CDS,2863207,2864412,.,-,0.0,aroF,Involved at the seventh step in the biosynthesis of chorismate within the biosynthesis of aromatic amino acids (the shikimate pathway) [catalytic activity: 5-O-(1-carboxyvinyl)-3-phosphoshikimate = chorismate + orthophosphate].,Probable chorismate synthase AroF (5-enolpyruvylshikimate-3-phosphate phospholyase),"Rv2540c, (MTCY159.16), len: 401 aa. Probable aroF (alternate gene name: aroC), chorismate synthase, equivalent to Q9CCS6|AROF|ML0516 putative chorismate synthase from Mycobacterium leprae (407 aa), FASTA scores: opt: 2278, E(): 6.2e-123, (88.05% identity in 401 aa overlap). Also highly similar to many e.g. Q9X5D0|AROC_CORGL from Corynebacterium glutamicum (Brevibacterium flavum) (410 aa), FASTA scores: opt: 1811, E(): 3e-96, (70.3% identity in 397 aa overlap); Q9KXQ4|AROC_STRCO|AROF|SC9C5.20c from Streptomyces coelicolor (394 aa), FASTA scores: opt: 1710, E(): 1.7e-90, (67.0% identity in 385 aa overlap); Q9KCB7|AROC_BACHD|AROF|BH1656 from Bacillus halodurans (390 aa), FASTA scores: opt: 1196, E(): 3.9e-61, (48.7% identity in 386 aa overlap); etc. Contains PS00788 Chorismate synthase signature 2. Belongs to the chorismate synthase family. Cofactor: reduced flavin, NADH",P9WPY1,No,intermediary metabolism and respiration,"1ZTB,2G85,2O11,2O12,2QHF",P63611,P9WPY1,"GO:0004107,GO:0009073",4.2.3.5,,,,P9WPY1,ML0516,MMAR_2175,MSMEG_3030,Mb2569c,,,,,
Rv2949c,CHRPL,0.0,0,NC_000962.3,Mycobrowser_v4,CDS,3299971,3300570,.,-,0.0,Rv2949c,Catalyzes the conversion of chorismate to 4-hydroxybenzoate [catalytic activity: chorismate = 4-hydroxybenzoate + pyruvate],Chorismate pyruvate lyase,"Rv2949c, (MTCY349.41), len: 199 aa. Chorismate pyruvate lyase, equivalent to Q9CD83|ML0133 hypothetical protein from Mycobacterium leprae (210 aa), FASTA scores: opt: 797, E(): 7.4e-47, (62.55% identity in 195 aa overlap). Equivalent to AAK47348 from Mycobacterium tuberculosis strain CDC1551 (212 aa) but shorter 13 aa. A core mycobacterial gene; conserved in mycobacterial strains (See Marmiesse et al., 2004).",P9WIC5,No,intermediary metabolism and respiration,,O86325,P9WIC5,GO:0016829,4.1.3.-,,,,P9WIC5,ML0133,MMAR_1760,,Mb2973c,,,,,
Rv0464c,CMLDC,0.02702702702702703,6,NC_000962.3,Mycobrowser_v4,CDS,554313,554885,.,-,0.0,Rv0464c,Function unknown,Conserved protein,"Rv0464c, (MTV038.08c), len: 190 aa. Conserved protein, highly similar to CAC31982.1|AL583925 conserved hypothetical protein from Mycobacterium leprae (188 aa). Also some similarity with Rv1531|AL022000|MTV045_5|D70820 hypothetical protein from Mycobacterium tuberculosis (188 aa), FASTA scores: E(): 9.6e-10, (30.9% identity in 175 aa overlap). A core mycobacterial gene; conserved in mycobacterial strains (See Marmiesse et al., 2004).",O53749,No,conserved hypotheticals,,O53749,O53749,,,,,,O53749,ML2465,MMAR_0789,MSMEG_0905,Mb0473c,,,,,
Rv0771,CMLDC,0.02702702702702703,6,NC_000962.3,Mycobrowser_v4,CDS,864140,864574,.,+,0.0,Rv0771,"Involved in aromatic hydrocarbons catabolism. Thought to be involved in the catabolism of protocatechuate to succinate-and acetyl-CoA in the beta-ketoadipate pathway (at the third step) [catalytic activity: 2-carboxy-5-oxo-2,5-dihydrofuran-2-acetate = 5-oxo-4,5-dihydrofuran-2-acetate + CO(2)].",Possible 4-carboxymuconolactone decarboxylase (CMD),"Rv0771, (MTCY369.16), len: 144 aa. Possible 4-carboxymuconolactone decarboxylase, showing similarity with other carboxymuconolactone decarboxylases e.g. AAD39557.1|AF031417 PcaC-like protein from Pseudomonas putida (130 aa); P20370|DC4C_ACICA 4-carboxymuconolactone decarboxylase (CMD) from Acinetobacter sp. ADP1 (134 aa), FASTA scores: opt: 174, E(): 0.00075, (31.4% identity in 121 aa overlap); C-terminus of NP_421214.1|NC_002696 3-oxoadipate enol-lactone hydrolase/4-carboxymuconolactone decarboxylase from Caulobacter crescentus (393 aa); C-terminus of T47115 probable 4-carboxymuconolactone decarboxylase / 3-oxoadipate enol-lactone hydrolase from Streptomyces sp (373 aa); NP_407104.1|NC_003143 putative gamma carboxymuconolactone decarboxylase from Yersinia pestis (131 aa); etc.",I6Y4S7,No,intermediary metabolism and respiration,,P71826,I6Y4S7,GO:0047575,4.1.1.44,,,,I6Y4S7,,MMAR_4925,MSMEG_5856,Mb0794,,,,,
Rv2062c,COCHL,0.0,7,NC_000962.3,Mycobrowser_v4,CDS,2317169,2320753,.,-,0.0,cobN,Required for cobalt insertion.,Cobalamin biosynthesis protein CobN,"Rv2062c, (MTCY49.01c, MTV019.03), len: 1194 aa. cobN, cobalamin biosynthesis protein, similar to many.",O53498,No,intermediary metabolism and respiration,,O53498,O53498,GO:0009058,,,,,O53498,"ML1447,ML1447c",MMAR_3037,MSMEG_3864,Mb2088c,,,,,
Rv2291,CYANST,0.05405405405405406,0,NC_000962.3,Mycobrowser_v4,CDS,2563174,2564028,.,+,0.0,sseB,Unknown,Probable thiosulfate sulfurtransferase SseB,"Rv2291, (MTCY339.19c), len: 284 aa. Probable sseB, thiosulfate sulfurtransferase. Very similar to thiosulfate sulfurtransferas/rhodanese from Streptomyces coelicolor AL00920 4|SC9B10_21 (283 aa) opt: 765, E(): 0; Smith-Waterman score: 765; 46.9% identity in 286 aa overlap, similar to THTR_ECOLI P31142 putative thiosulfate sulfurtransferase (280 aa), FASTA scores, opt: 478, E(): 1e-23, (35.1% identity in 265 aa overlap)",P9WHF5,No,intermediary metabolism and respiration,,Q59570,P9WHF5,"GO:0004792,GO:0008272",2.8.1.1,,,,P9WHF5,,MMAR_2918,MSMEG_3238,Mb2314,,,,,
Rv0390,CYANST,0.05405405405405406,0,NC_000962.3,Mycobrowser_v4,CDS,469591,470013,.,+,0.0,Rv0390,Function unknown,Conserved protein,"Rv0390, (MTCY04D9.02), len: 140 aa. Conserved protein, equivalent to AL023514|MLCB4_11|CAA18942.1|AL023514 hypothetical protein from Mycobacterium leprae (147 aa), FASTA scores: opt: 778, E(): 0, (79.0% identity in 138 aa overlap). Also similar to hypothetical proteins from several Rickettsia species.",P95198,No,conserved hypotheticals,2FSX,P95198,P95198,,,,,,P95198,"ML0276,ML0276c",MMAR_0687,MSMEG_0768,Mb0396,,,,,
Rv3283,CYANST,0.05405405405405406,0,NC_000962.3,Mycobrowser_v4,CDS,3664928,3665821,.,+,0.0,sseA,Possibly a sulfotransferase involved in the formation of thiosulfate [catalytic activity: thiosulfate + cyanide = sulfite + thiocyanate].,Probable thiosulfate sulfurtransferase SseA (rhodanese) (thiosulfate cyanide transsulfurase) (thiosulfate thiotransferase),"Rv3283, (MTCY71.23), len: 297 aa. Probable sseA, thiosulfate sulfurtransferase, equivalent P46700|THT2_MYCLE|SSEA|ML0728|B1308_C1_127 putative thiosulfate sulfurtransferase SSEA from Mycobacterium leprae (296 aa), FASTA scores: opt: 1742, E(): 5.5e-108, (83.45% identity in 296 aa overlap). Also highly similar to others e.g. Q9RXT9|DR0217 from Deinococcus radiodurans (286 aa), FASTA scores: opt: 1057, E(): 1.2e-62, (53.86% identity in 273 aa overlap); P16385|THTR_SACER|CYSA from Saccharopolyspora erythraea (Streptomyces erythraeus) (281 aa), FASTA scores: opt: 1006, E(): 2.7e-59, (51.25% identity in 277 aa overlap); P71121|THTR_CORGL from Corynebacterium glutamicum (Brevibacterium flavum) (225 aa), FASTA scores: opt: 897, E(): 3.6e-52, (59.05% identity in 215 aa overlap); etc. Also highly similar to O05793|CYSA1|CYSA|Rv3117|MT3199|MTCY164.27|CYSA2|RV0815c|MT0837|MTV043. 07c|THTR_MYCTU putative thiosulfate sulfurtransferase from Mycobacterium tuberculosis (277 aa), FASTA scores: opt: 955, E(): 6.3e-56, (50.2% identity in 271 aa overlap); and Q50036|THTR_MYCLE|CYSA|CYSA3|ML2198 putative thiosulfate sulfurtransferase from Mycobacterium leprae (277 aa), FASTA scores: opt: 931, E(): 2.5e-54, (48.9% identity in 276 aa overlap). Shows some similarity to MTCY339.19c (30.3% identity in 254 aa overlap). Contains PS00683 Rhodanese C-terminal signature. Belongs to the rhodanese family. Thought to be differentially expressed within host cells (see Triccas et al., 1999).",P9WHF7,No,intermediary metabolism and respiration,3HZU,P96888,P9WHF7,"GO:0004792,GO:0008272",2.8.1.1,,,,P9WHF7,"ML0728,ML0728c",MMAR_1253,MSMEG_1809,Mb3311,,,,,
